candidate_label,closest_calibration_drug,neighborhood_purity
AEB_Plate030_2_001005,DMSO,0.05
AEB_Plate030_2_001007,DMSO,0.05
AEB_Plate030_2_001010,DMSO,0.05
AEB_Plate030_2_001011,DMSO,0.05
AEB_Plate030_1_001008,DMSO,0.05
AEB_Plate030_1_001016,DMSO,0.05
AEB_Plate030_1_001022,DMSO,0.05
AEB_Plate030_1_003003,DMSO,0.05
AEB_Plate030_1_009007,DMSO,0.05
AEB_Plate030_1_011012,DMSO,0.05
AEB_Plate030_1_011016,DMSO,0.05
AEB_Plate030_1_011019,DMSO,0.05
AEB_Plate029_2_001008,DMSO,0.05
AEB_Plate029_2_001013,DMSO,0.05
AEB_Plate029_2_001015,DMSO,0.05
AEB_Plate029_2_001016,DMSO,0.05
AEB_Plate029_2_001020,DMSO,0.05
AEB_Plate029_2_001022,DMSO,0.05
AEB_Plate029_2_002003,DMSO,0.05
AEB_Plate029_2_002006,DMSO,0.05
AEC_Plate021_013011,DMSO,0.05
AEC_Plate021_013013,DMSO,0.05
AEC_Plate021_013022,DMSO,0.05
AEC_Plate021_014007,t-BHP_100,0.05
AEC_Plate021_015005,DMSO,0.05
AEC_Plate021_015009,DMSO,0.05
AEC_Plate021_015012,t-BHP_100,0.05
AEC_Plate021_015022,t-BHP_100,0.05
AEC_Plate021_008011,t-BHP_100,0.05
AEC_Plate021_009013,t-BHP_100,0.05
AEC_Plate021_010003,t-BHP_100,0.05
AEC_Plate021_010006,t-BHP_100,0.05
AEC_Plate021_011008,t-BHP_100,0.05
AEC_Plate021_011011,DMSO,0.05
AEC_Plate021_011012,t-BHP_100,0.05
AEC_Plate021_012016,t-BHP_100,0.05
AEC_Plate021_004009,t-BHP_100,0.05
AEC_Plate021_004011,t-BHP_100,0.05
AEC_Plate021_004013,t-BHP_100,0.05
AEC_Plate021_004017,t-BHP_100,0.05
AEC_Plate021_006003,t-BHP_100,0.05
AEC_Plate021_006008,t-BHP_100,0.05
AEC_Plate021_007004,t-BHP_100,0.05
AEC_Plate021_008007,t-BHP_100,0.05
AEC_Plate022_002014,t-BHP_100,0.05
AEC_Plate022_002019,t-BHP_100,0.05
AEC_Plate022_004022,t-BHP_100,0.05
AEC_Plate022_006010,t-BHP_100,0.05
AEC_Plate022_007014,DMSO,0.05
AEC_Plate022_008020,t-BHP_100,0.05
AEC_Plate022_009008,DMSO,0.05
AEC_Plate022_010012,t-BHP_100,0.05
AEB_Plate029_2_011019,DMSO,0.05
AEB_Plate029_2_015007,DMSO,0.05
AEC_Plate021_016011,t-BHP_100,0.05
AEC_Plate021_016015,t-BHP_100,0.05
AEC_Plate021_016018,t-BHP_100,0.05
AEC_Plate022_001007,DMSO,0.05
AEC_Plate022_001015,t-BHP_100,0.05
AEC_Plate022_002005,DMSO,0.05
AEB_Plate029_2_004017,DMSO,0.05
AEB_Plate029_2_008022,DMSO,0.05
AEB_Plate029_2_009005,DMSO,0.05
AEB_Plate029_2_009009,DMSO,0.05
AEB_Plate029_2_009019,DMSO,0.05
AEB_Plate029_2_011004,DMSO,0.05
AEB_Plate029_2_011008,DMSO,0.05
AEB_Plate029_2_011011,DMSO,0.05
AEB_Plate029_2_002009,DMSO,0.05
AEB_Plate029_2_002011,DMSO,0.05
AEB_Plate029_2_002016,DMSO,0.05
AEB_Plate029_2_002019,DMSO,0.05
AEB_Plate029_2_003005,DMSO,0.05
AEB_Plate029_2_003006,DMSO,0.05
AEB_Plate029_2_003017,DMSO,0.05
AEB_Plate029_2_004015,DMSO,0.05
AEC_Plate023_016012,t-BHP_100,0.05
AEC_Plate023_016020,t-BHP_100,0.05
AEC_Plate023_016022,t-BHP_100,0.05
AEC_Plate024_001006,DMSO,0.05
AEC_Plate024_001010,DMSO,0.05
AEC_Plate024_001013,DMSO,0.05
AEC_Plate024_001019,DMSO,0.05
AEC_Plate024_002003,DMSO,0.05
AEC_Plate023_013008,DMSO,0.05
AEC_Plate023_014005,t-BHP_100,0.05
AEC_Plate023_014010,t-BHP_100,0.05
AEC_Plate023_014013,t-BHP_100,0.05
AEC_Plate023_014018,t-BHP_100,0.05
AEC_Plate023_016003,DMSO,0.05
AEC_Plate023_016005,t-BHP_100,0.05
AEC_Plate023_016009,t-BHP_100,0.05
AEC_Plate023_002022,DMSO,0.05
AEC_Plate023_003008,DMSO,0.05
AEC_Plate023_008010,t-BHP_100,0.05
AEC_Plate023_008015,t-BHP_100,0.05
AEC_Plate023_008020,t-BHP_100,0.05
AEC_Plate023_010009,t-BHP_100,0.05
AEC_Plate023_010016,t-BHP_100,0.05
AEC_Plate023_012008,t-BHP_100,0.05
AEC_Plate022_012011,t-BHP_100,0.05
AEC_Plate022_014010,t-BHP_100,0.05
AEC_Plate022_014015,t-BHP_100,0.05
AEC_Plate022_014018,t-BHP_100,0.05
AEC_Plate022_014019,DMSO,0.05
AEC_Plate022_016005,t-BHP_100,0.05
AEC_Plate023_001006,DMSO,0.05
AEC_Plate023_001022,DMSO,0.05
AEB_Plate028_2_011015,DMSO,0.05
AEB_Plate028_2_011022,DMSO,0.05
AEB_Plate028_2_013008,DMSO,0.05
AEB_Plate028_2_016005,DMSO,0.05
AEB_Plate028_2_016018,t-BHP_100,0.05
AEB_Plate029_1_001007,DMSO,0.05
AEB_Plate029_1_001009,DMSO,0.05
AEB_Plate029_1_001012,DMSO,0.05
AEC_Plate024_009019,DMSO,0.05
AEC_Plate024_010004,t-BHP_100,0.05
AEC_Plate024_010005,t-BHP_100,0.05
AEC_Plate024_011021,DMSO,0.05
AEC_Plate024_012015,t-BHP_100,0.05
AEC_Plate024_012018,t-BHP_100,0.05
AEC_Plate024_014004,t-BHP_100,0.05
AEB_Plate028_2_011011,DMSO,0.05
AEC_Plate024_006005,t-BHP_100,0.05
AEC_Plate024_006009,t-BHP_100,0.05
AEC_Plate024_007003,t-BHP_100,0.05
AEC_Plate024_007012,t-BHP_100,0.05
AEC_Plate024_007021,DMSO,0.05
AEC_Plate024_008004,t-BHP_100,0.05
AEC_Plate024_009016,t-BHP_100,0.05
AEC_Plate024_009017,t-BHP_100,0.05
AEC_Plate024_002005,t-BHP_100,0.05
AEC_Plate024_002020,DMSO,0.05
AEC_Plate024_003005,DMSO,0.05
AEC_Plate024_004005,t-BHP_100,0.05
AEC_Plate024_004021,t-BHP_100,0.05
AEC_Plate024_004022,DMSO,0.05
AEC_Plate024_006003,t-BHP_100,0.05
AEC_Plate024_006004,t-BHP_100,0.05
AEC_Plate025_001006,DMSO,0.05
AEC_Plate025_001008,DMSO,0.05
AEC_Plate025_001010,DMSO,0.05
AEC_Plate025_001013,DMSO,0.05
AEC_Plate025_001022,DMSO,0.05
AEC_Plate025_002008,DMSO,0.05
AEC_Plate025_002022,DMSO,0.05
AEC_Plate025_003020,DMSO,0.05
AEC_Plate024_014016,t-BHP_100,0.05
AEC_Plate024_014020,t-BHP_100,0.05
AEC_Plate024_014021,t-BHP_100,0.05
AEC_Plate024_016006,t-BHP_100,0.05
AEC_Plate024_016013,t-BHP_100,0.05
AEC_Plate024_016014,t-BHP_100,0.05
AEC_Plate024_016021,t-BHP_100,0.05
AEC_Plate025_001005,DMSO,0.05
AEB_Plate029_1_005013,DMSO,0.05
AEB_Plate029_1_009014,DMSO,0.05
AEB_Plate029_1_009018,DMSO,0.05
AEB_Plate029_1_012018,DMSO,0.05
AEB_Plate029_1_013003,DMSO,0.05
AEB_Plate029_1_014017,DMSO,0.05
AEB_Plate029_1_015019,DMSO,0.05
AEC_Plate024_014014,t-BHP_100,0.05
AEB_Plate029_1_001018,DMSO,0.05
AEB_Plate029_1_001020,DMSO,0.05
AEB_Plate029_1_001022,DMSO,0.05
AEB_Plate029_1_003004,t-BHP_100,0.05
AEB_Plate029_1_003005,DMSO,0.05
AEB_Plate029_1_003006,DMSO,0.05
AEB_Plate029_1_003017,DMSO,0.05
AEB_Plate029_1_004015,DMSO,0.05
AEC_Plate026_1_003019,DMSO,0.05
AEC_Plate026_1_004012,DMSO,0.05
AEC_Plate026_1_004018,t-BHP_100,0.05
AEC_Plate026_1_005022,DMSO,0.05
AEB_Plate028_1_016021,DMSO,0.05
AEB_Plate028_2_001010,DMSO,0.05
AEB_Plate028_2_001012,DMSO,0.05
AEB_Plate028_2_002018,DMSO,0.05
AEC_Plate025_016022,t-BHP_100,0.05
AEC_Plate026_1_001008,DMSO,0.05
AEC_Plate026_1_001020,DMSO,0.05
AEC_Plate026_1_001022,DMSO,0.05
AEC_Plate026_1_002005,t-BHP_100,0.05
AEC_Plate026_1_002009,DMSO,0.05
AEC_Plate026_1_002017,t-BHP_100,0.05
AEC_Plate026_1_003016,DMSO,0.05
AEC_Plate025_014010,t-BHP_100,0.05
AEC_Plate025_015014,DMSO,0.05
AEC_Plate025_015017,DMSO,0.05
AEC_Plate025_015022,t-BHP_100,0.05
AEC_Plate025_016003,t-BHP_100,0.05
AEC_Plate025_016004,t-BHP_100,0.05
AEC_Plate025_016008,DMSO,0.05
AEC_Plate025_016009,t-BHP_100,0.05
AEC_Plate025_004011,t-BHP_100,0.05
AEC_Plate025_007007,DMSO,0.05
AEC_Plate025_008003,t-BHP_100,0.05
AEC_Plate025_009019,t-BHP_100,0.05
AEC_Plate025_012006,t-BHP_100,0.05
AEC_Plate025_013010,DMSO,0.05
AEC_Plate025_013020,t-BHP_100,0.05
AEC_Plate025_013022,DMSO,0.05
AEC_Plate026_1_014012,DMSO,0.05
AEC_Plate026_1_015007,DMSO,0.05
AEC_Plate026_1_015020,DMSO,0.05
AEC_Plate026_1_015021,DMSO,0.05
AEC_Plate026_1_015022,DMSO,0.05
AEC_Plate026_1_016010,t-BHP_100,0.05
AEC_Plate026_1_016015,t-BHP_100,0.05
AEC_Plate026_1_016017,DMSO,0.05
AEC_Plate026_1_006009,t-BHP_100,0.05
AEC_Plate026_1_008004,DMSO,0.05
AEC_Plate026_1_008009,DMSO,0.05
AEC_Plate026_1_009008,DMSO,0.05
AEC_Plate026_1_011021,DMSO,0.05
AEC_Plate026_1_012004,DMSO,0.05
AEC_Plate026_1_013006,DMSO,0.05
AEC_Plate026_1_013018,t-BHP_100,0.05
AEB_Plate028_2_007010,DMSO,0.05
AEB_Plate028_2_008006,DMSO,0.05
AEB_Plate028_2_009004,DMSO,0.05
AEB_Plate028_2_010007,DMSO,0.05
AEB_Plate028_2_010011,DMSO,0.05
AEB_Plate028_2_010015,t-BHP_100,0.05
AEB_Plate028_2_011003,DMSO,0.05
AEB_Plate028_2_011007,DMSO,0.05
AEB_Plate028_2_003012,DMSO,0.05
AEB_Plate028_2_003014,DMSO,0.05
AEB_Plate028_2_004021,DMSO,0.05
AEB_Plate028_2_004022,DMSO,0.05
AEB_Plate028_2_005015,DMSO,0.05
AEB_Plate028_2_005019,DMSO,0.05
AEB_Plate028_2_006021,DMSO,0.05
AEB_Plate028_2_007005,DMSO,0.05
AEC_Plate026_2_015012,DMSO,0.05
AEC_Plate026_2_015013,DMSO,0.05
AEC_Plate026_2_016010,t-BHP_100,0.05
AEC_Plate026_2_016012,t-BHP_100,0.05
AEB_Plate028_1_007010,DMSO,0.05
AEB_Plate028_1_007012,DMSO,0.05
AEB_Plate028_1_007013,DMSO,0.05
AEB_Plate028_1_007015,DMSO,0.05
AEC_Plate026_2_011022,DMSO,0.05
AEC_Plate026_2_012022,DMSO,0.05
AEC_Plate026_2_013012,DMSO,0.05
AEC_Plate026_2_013018,DMSO,0.05
AEC_Plate026_2_014011,t-BHP_100,0.05
AEC_Plate026_2_014020,DMSO,0.05
AEC_Plate026_2_015004,DMSO,0.05
AEC_Plate026_2_015009,DMSO,0.05
AEC_Plate026_2_004018,t-BHP_100,0.05
AEC_Plate026_2_005015,DMSO,0.05
AEC_Plate026_2_009008,DMSO,0.05
AEC_Plate026_2_009022,t-BHP_100,0.05
AEC_Plate026_2_010009,DMSO,0.05
AEC_Plate026_2_010016,t-BHP_100,0.05
AEC_Plate026_2_010017,t-BHP_100,0.05
AEC_Plate026_2_011012,DMSO,0.05
AEC_Plate026_2_001003,t-BHP_100,0.05
AEC_Plate026_2_001012,DMSO,0.05
AEC_Plate026_2_001015,DMSO,0.05
AEC_Plate026_2_001018,DMSO,0.05
AEC_Plate026_2_002005,t-BHP_100,0.05
AEC_Plate026_2_003016,DMSO,0.05
AEC_Plate026_2_003019,DMSO,0.05
AEC_Plate026_2_003022,DMSO,0.05
AEC_Plate027_002007,t-BHP_100,0.05
AEC_Plate027_002009,DMSO,0.05
AEC_Plate027_002012,DMSO,0.05
AEC_Plate027_002021,t-BHP_100,0.05
AEC_Plate027_002022,DMSO,0.05
AEC_Plate027_003006,t-BHP_100,0.05
AEC_Plate027_003020,DMSO,0.05
AEC_Plate027_003022,t-BHP_100,0.05
AEB_Plate028_1_015022,DMSO,0.05
AEB_Plate028_1_016006,t-BHP_100,0.05
AEB_Plate028_1_016012,t-BHP_100,0.05
AEC_Plate026_2_016017,DMSO,0.05
AEC_Plate027_001005,t-BHP_100,0.05
AEC_Plate027_001014,DMSO,0.05
AEC_Plate027_001019,DMSO,0.05
AEC_Plate027_002005,t-BHP_100,0.05
AEB_Plate028_1_011021,DMSO,0.05
AEB_Plate028_1_012003,t-BHP_100,0.05
AEB_Plate028_1_012008,DMSO,0.05
AEB_Plate028_1_012022,t-BHP_100,0.05
AEB_Plate028_1_013022,DMSO,0.05
AEB_Plate028_1_014009,DMSO,0.05
AEB_Plate028_1_015005,DMSO,0.05
AEB_Plate028_1_015013,DMSO,0.05
AEB_Plate028_1_008003,DMSO,0.05
AEB_Plate028_1_008014,t-BHP_100,0.05
AEB_Plate028_1_009022,DMSO,0.05
AEB_Plate028_1_010003,t-BHP_100,0.05
AEB_Plate028_1_011003,DMSO,0.05
AEB_Plate028_1_011007,DMSO,0.05
AEB_Plate028_1_011011,DMSO,0.05
AEB_Plate028_1_011012,DMSO,0.05
AEC_Plate027_011020,DMSO,0.05
AEC_Plate027_011021,DMSO,0.05
AEC_Plate027_011022,DMSO,0.05
AEC_Plate027_013004,DMSO,0.05
AEC_Plate027_013006,DMSO,0.05
AEC_Plate027_013009,DMSO,0.05
AEC_Plate027_014004,t-BHP_100,0.05
AEC_Plate027_014016,t-BHP_100,0.05
AEC_Plate027_007022,t-BHP_100,0.05
AEC_Plate027_008003,t-BHP_100,0.05
AEC_Plate027_008017,DMSO,0.05
AEC_Plate027_008022,DMSO,0.05
AEC_Plate027_009003,t-BHP_100,0.05
AEC_Plate027_009006,DMSO,0.05
AEC_Plate027_010007,DMSO,0.05
AEC_Plate027_010010,t-BHP_100,0.05
AEC_Plate027_005021,DMSO,0.05
AEC_Plate027_006005,DMSO,0.05
AEC_Plate027_006016,t-BHP_100,0.05
AEC_Plate027_006022,DMSO,0.05
AEC_Plate027_007003,t-BHP_100,0.05
AEC_Plate027_007004,DMSO,0.05
AEC_Plate027_007011,DMSO,0.05
AEC_Plate027_007020,DMSO,0.05
AEC_Plate027_004006,DMSO,0.05
AEC_Plate027_004011,t-BHP_100,0.05
AEC_Plate027_004014,t-BHP_100,0.05
AEC_Plate027_004016,DMSO,0.05
AEC_Plate027_004017,t-BHP_100,0.05
AEC_Plate027_004018,DMSO,0.05
AEC_Plate027_005014,DMSO,0.05
AEC_Plate027_005016,DMSO,0.05
AEB_Plate028_1_001007,DMSO,0.05
AEB_Plate028_1_001014,DMSO,0.05
AEB_Plate028_1_001020,DMSO,0.05
AEB_Plate028_1_002008,t-BHP_100,0.05
AEB_Plate028_1_002013,DMSO,0.05
AEB_Plate028_1_002019,DMSO,0.05
AEB_Plate028_1_002022,DMSO,0.05
AEB_Plate028_1_003003,t-BHP_100,0.05
AEC_Plate027_016022,t-BHP_100,0.05
AEC_Plate028_001003,DMSO,0.05
AEC_Plate028_001006,DMSO,0.05
AEC_Plate028_001008,DMSO,0.05
AEB_Plate027_016008,DMSO,0.05
AEB_Plate027_016009,t-BHP_100,0.05
AEB_Plate027_016019,DMSO,0.05
AEB_Plate027_016022,t-BHP_100,0.05
AEC_Plate027_016004,DMSO,0.05
AEC_Plate027_016011,DMSO,0.05
AEC_Plate027_016012,DMSO,0.05
AEC_Plate027_016015,DMSO,0.05
AEC_Plate027_016016,DMSO,0.05
AEC_Plate027_016017,DMSO,0.05
AEC_Plate027_016019,DMSO,0.05
AEC_Plate027_016021,DMSO,0.05
AEC_Plate027_014018,t-BHP_100,0.05
AEC_Plate027_014022,DMSO,0.05
AEC_Plate027_015008,DMSO,0.05
AEC_Plate027_015009,t-BHP_100,0.05
AEC_Plate027_015013,DMSO,0.05
AEC_Plate027_015016,DMSO,0.05
AEC_Plate027_015018,t-BHP_100,0.05
AEC_Plate027_015021,DMSO,0.05
AEC_Plate028_003021,t-BHP_100,0.05
AEC_Plate028_004003,t-BHP_100,0.05
AEC_Plate028_004007,t-BHP_100,0.05
AEC_Plate028_004009,t-BHP_100,0.05
AEC_Plate028_004021,DMSO,0.05
AEC_Plate028_004022,DMSO,0.05
AEC_Plate028_005009,DMSO,0.05
AEC_Plate028_005018,DMSO,0.05
AEC_Plate028_001020,DMSO,0.05
AEC_Plate028_002005,t-BHP_100,0.05
AEC_Plate028_002015,DMSO,0.05
AEC_Plate028_002016,DMSO,0.05
AEC_Plate028_003009,t-BHP_100,0.05
AEC_Plate028_003013,DMSO,0.05
AEC_Plate028_003017,DMSO,0.05
AEC_Plate028_003020,DMSO,0.05
AEB_Plate028_1_004021,DMSO,0.05
AEB_Plate028_1_005006,DMSO,0.05
AEB_Plate028_1_005007,DMSO,0.05
AEB_Plate028_1_005011,DMSO,0.05
AEB_Plate028_1_005016,DMSO,0.05
AEB_Plate028_1_005019,DMSO,0.05
AEC_Plate028_001009,t-BHP_100,0.05
AEC_Plate028_001014,t-BHP_100,0.05
AEB_Plate028_1_003004,DMSO,0.05
AEB_Plate028_1_003007,DMSO,0.05
AEB_Plate028_1_003009,DMSO,0.05
AEB_Plate028_1_003013,DMSO,0.05
AEB_Plate028_1_003014,DMSO,0.05
AEB_Plate028_1_003017,DMSO,0.05
AEB_Plate028_1_004012,DMSO,0.05
AEB_Plate028_1_004020,DMSO,0.05
AEB_Plate027_010005,t-BHP_100,0.05
AEB_Plate027_010007,DMSO,0.05
AEB_Plate027_010016,DMSO,0.05
AEB_Plate027_011011,t-BHP_100,0.05
AEB_Plate027_011014,DMSO,0.05
AEB_Plate027_011017,DMSO,0.05
AEB_Plate027_011022,DMSO,0.05
AEB_Plate027_012012,DMSO,0.05
AEC_Plate028_012015,t-BHP_100,0.05
AEC_Plate028_012021,DMSO,0.05
AEC_Plate028_013003,DMSO,0.05
AEC_Plate028_013008,DMSO,0.05
AEB_Plate027_008013,DMSO,0.05
AEB_Plate027_008019,DMSO,0.05
AEB_Plate027_008022,DMSO,0.05
AEB_Plate027_009010,DMSO,0.05
AEC_Plate028_009018,t-BHP_100,0.05
AEC_Plate028_009021,DMSO,0.05
AEC_Plate028_010019,t-BHP_100,0.05
AEC_Plate028_011003,DMSO,0.05
AEC_Plate028_011011,DMSO,0.05
AEC_Plate028_011018,DMSO,0.05
AEC_Plate028_011019,DMSO,0.05
AEC_Plate028_011022,DMSO,0.05
AEC_Plate028_006016,t-BHP_100,0.05
AEC_Plate028_006022,t-BHP_100,0.05
AEC_Plate028_007006,t-BHP_100,0.05
AEC_Plate028_007010,DMSO,0.05
AEC_Plate028_007012,t-BHP_100,0.05
AEC_Plate028_007020,DMSO,0.05
AEC_Plate028_007021,DMSO,0.05
AEC_Plate028_009016,t-BHP_100,0.05
AEC_Plate028_015017,DMSO,0.05
AEC_Plate028_016008,DMSO,0.05
AEC_Plate028_016010,t-BHP_100,0.05
AEC_Plate028_016012,DMSO,0.05
AEC_Plate028_016014,t-BHP_100,0.05
AEC_Plate028_016017,t-BHP_100,0.05
AEC_Plate028_016020,t-BHP_100,0.05
AEC_Plate028_016022,t-BHP_100,0.05
AEC_Plate028_013021,DMSO,0.05
AEC_Plate028_014017,DMSO,0.05
AEC_Plate028_014022,t-BHP_100,0.05
AEC_Plate028_015005,DMSO,0.05
AEC_Plate028_015006,t-BHP_100,0.05
AEC_Plate028_015010,DMSO,0.05
AEC_Plate028_015011,DMSO,0.05
AEC_Plate028_015013,DMSO,0.05
AEB_Plate027_015003,DMSO,0.05
AEB_Plate027_015013,t-BHP_100,0.05
AEB_Plate027_015017,DMSO,0.05
AEB_Plate027_015020,DMSO,0.05
AEB_Plate027_016007,DMSO,0.05
AEC_Plate028_013009,DMSO,0.05
AEC_Plate028_013012,DMSO,0.05
AEC_Plate028_013017,DMSO,0.05
AEB_Plate027_012016,DMSO,0.05
AEB_Plate027_012017,DMSO,0.05
AEB_Plate027_012019,t-BHP_100,0.05
AEB_Plate027_012020,t-BHP_100,0.05
AEB_Plate027_013003,t-BHP_100,0.05
AEB_Plate027_014011,t-BHP_100,0.05
AEB_Plate027_014016,t-BHP_100,0.05
AEB_Plate027_014020,t-BHP_100,0.05
AEB_Plate027_008009,DMSO,0.05
AEC_Plate029_001005,DMSO,0.05
AEC_Plate029_001011,t-BHP_100,0.05
AEC_Plate029_001013,DMSO,0.05
AEC_Plate029_001017,DMSO,0.05
AEC_Plate029_001019,DMSO,0.05
AEC_Plate029_001022,DMSO,0.05
AEC_Plate029_002003,t-BHP_100,0.05
AEB_Plate027_005003,DMSO,0.05
AEB_Plate027_005007,t-BHP_100,0.05
AEB_Plate027_005008,DMSO,0.05
AEB_Plate027_005009,t-BHP_100,0.05
AEB_Plate027_006005,t-BHP_100,0.05
AEB_Plate027_006011,DMSO,0.05
AEB_Plate027_007010,DMSO,0.05
AEB_Plate027_008006,DMSO,0.05
AEB_Plate027_001013,DMSO,0.05
AEB_Plate027_001014,DMSO,0.05
AEB_Plate027_002020,t-BHP_100,0.05
AEB_Plate027_002021,DMSO,0.05
AEB_Plate027_003007,DMSO,0.05
AEB_Plate027_003008,DMSO,0.05
AEB_Plate027_004004,t-BHP_100,0.05
AEB_Plate027_004014,DMSO,0.05
AEB_Plate026_016008,DMSO,0.05
AEB_Plate026_016012,t-BHP_100,0.05
AEB_Plate026_016018,t-BHP_100,0.05
AEB_Plate026_016022,DMSO,0.05
AEB_Plate027_001003,DMSO,0.05
AEB_Plate027_001004,DMSO,0.05
AEB_Plate027_001007,DMSO,0.05
AEB_Plate027_001012,DMSO,0.05
AEC_Plate029_006009,t-BHP_100,0.05
AEC_Plate029_006011,t-BHP_100,0.05
AEC_Plate029_006012,t-BHP_100,0.05
AEC_Plate029_006015,t-BHP_100,0.05
AEC_Plate029_007007,DMSO,0.05
AEC_Plate029_007013,t-BHP_100,0.05
AEC_Plate029_007020,t-BHP_100,0.05
AEC_Plate029_008003,t-BHP_100,0.05
AEC_Plate029_005007,t-BHP_100,0.05
AEC_Plate029_005008,t-BHP_100,0.05
AEC_Plate029_005019,DMSO,0.05
AEC_Plate029_005020,t-BHP_100,0.05
AEC_Plate029_005021,t-BHP_100,0.05
AEC_Plate029_006003,t-BHP_100,0.05
AEC_Plate029_006004,t-BHP_100,0.05
AEC_Plate029_006005,t-BHP_100,0.05
AEC_Plate029_004004,t-BHP_100,0.05
AEC_Plate029_004008,t-BHP_100,0.05
AEC_Plate029_004011,t-BHP_100,0.05
AEC_Plate029_004013,DMSO,0.05
AEC_Plate029_004014,t-BHP_100,0.05
AEC_Plate029_004016,DMSO,0.05
AEC_Plate029_005005,t-BHP_100,0.05
AEC_Plate029_005006,t-BHP_100,0.05
AEC_Plate029_002005,t-BHP_100,0.05
AEC_Plate029_002007,t-BHP_100,0.05
AEC_Plate029_002011,t-BHP_100,0.05
AEC_Plate029_002013,t-BHP_100,0.05
AEC_Plate029_003009,DMSO,0.05
AEC_Plate029_003013,t-BHP_100,0.05
AEC_Plate029_003015,t-BHP_100,0.05
AEC_Plate029_003018,DMSO,0.05
AEB_Plate026_010020,t-BHP_100,0.05
AEB_Plate026_011004,DMSO,0.05
AEB_Plate026_011006,DMSO,0.05
AEB_Plate026_011008,DMSO,0.05
AEB_Plate026_011009,DMSO,0.05
AEB_Plate026_011014,t-BHP_100,0.05
AEB_Plate026_011016,t-BHP_100,0.05
AEB_Plate026_012009,t-BHP_100,0.05
AEC_Plate029_011008,DMSO,0.05
AEC_Plate029_011011,DMSO,0.05
AEC_Plate029_011015,DMSO,0.05
AEC_Plate029_011016,DMSO,0.05
AEB_Plate026_009017,DMSO,0.05
AEB_Plate026_010003,DMSO,0.05
AEB_Plate026_010004,t-BHP_100,0.05
AEB_Plate026_010010,DMSO,0.05
AEC_Plate029_010007,t-BHP_100,0.05
AEC_Plate029_010008,t-BHP_100,0.05
AEC_Plate029_010013,t-BHP_100,0.05
AEC_Plate029_010014,t-BHP_100,0.05
AEC_Plate029_011003,t-BHP_100,0.05
AEC_Plate029_011004,DMSO,0.05
AEC_Plate029_011006,DMSO,0.05
AEC_Plate029_011007,t-BHP_100,0.05
AEC_Plate029_008005,t-BHP_100,0.05
AEC_Plate029_008006,t-BHP_100,0.05
AEC_Plate029_008018,t-BHP_100,0.05
AEC_Plate029_009011,DMSO,0.05
AEC_Plate029_009021,t-BHP_100,0.05
AEC_Plate029_010003,t-BHP_100,0.05
AEC_Plate029_010005,t-BHP_100,0.05
AEC_Plate029_010006,t-BHP_100,0.05
AEC_Plate029_013022,DMSO,0.05
AEC_Plate029_014005,t-BHP_100,0.05
AEC_Plate029_014011,t-BHP_100,0.05
AEC_Plate029_014012,t-BHP_100,0.05
AEC_Plate029_014018,t-BHP_100,0.05
AEC_Plate029_014020,t-BHP_100,0.05
AEC_Plate029_015008,t-BHP_100,0.05
AEC_Plate029_015010,DMSO,0.05
AEC_Plate029_012020,t-BHP_100,0.05
AEC_Plate029_013008,DMSO,0.05
AEC_Plate029_013009,t-BHP_100,0.05
AEC_Plate029_013011,DMSO,0.05
AEC_Plate029_013013,DMSO,0.05
AEC_Plate029_013015,DMSO,0.05
AEC_Plate029_013016,t-BHP_100,0.05
AEC_Plate029_013018,t-BHP_100,0.05
AEB_Plate026_015003,DMSO,0.05
AEB_Plate026_015008,DMSO,0.05
AEB_Plate026_015011,DMSO,0.05
AEB_Plate026_016004,t-BHP_100,0.05
AEC_Plate029_012006,t-BHP_100,0.05
AEC_Plate029_012012,t-BHP_100,0.05
AEC_Plate029_012017,t-BHP_100,0.05
AEC_Plate029_012019,DMSO,0.05
AEB_Plate026_012010,DMSO,0.05
AEB_Plate026_013009,DMSO,0.05
AEB_Plate026_013022,DMSO,0.05
AEB_Plate026_014003,DMSO,0.05
AEB_Plate026_014006,DMSO,0.05
AEB_Plate026_014012,DMSO,0.05
AEB_Plate026_014013,DMSO,0.05
AEB_Plate026_014016,DMSO,0.05
AEB_Plate026_003007,DMSO,0.05
AEB_Plate026_003008,DMSO,0.05
AEB_Plate026_003013,DMSO,0.05
AEB_Plate026_004004,DMSO,0.05
AEB_Plate026_004012,DMSO,0.05
AEB_Plate026_004018,t-BHP_100,0.05
AEB_Plate026_005003,DMSO,0.05
AEB_Plate026_005005,DMSO,0.05
AEC_Plate030_1_009008,DMSO,0.05
AEC_Plate030_1_010007,t-BHP_100,0.05
AEC_Plate030_1_012014,t-BHP_100,0.05
AEC_Plate030_1_012019,t-BHP_100,0.05
AEC_Plate030_1_013006,t-BHP_100,0.05
AEC_Plate030_1_014008,t-BHP_100,0.05
AEB_Plate026_002011,DMSO,0.05
AEB_Plate026_002015,DMSO,0.05
AEC_Plate030_1_001019,DMSO,0.05
AEC_Plate030_1_002005,t-BHP_100,0.05
AEC_Plate030_1_005009,DMSO,0.05
AEC_Plate030_1_006007,t-BHP_100,0.05
AEC_Plate030_1_006016,t-BHP_100,0.05
AEC_Plate030_1_006022,t-BHP_100,0.05
AEC_Plate030_1_007011,DMSO,0.05
