candidate_label,closest_calibration_drug,neighborhood_purity
AHA_Plate007_1_010018,FLA_1.2,1.0
AHA_Plate006_012007,CAM_25,1.0
AHA_Plate008_007010,CAM_25,1.0
AHA_Plate006_001017,BMH-21_2,1.0
ALB_Plate002_2_007004,BMH-21_2,1.0
ALB_Plate009_006003,t-BHP_100,1.0
AEB_Plate009_006021,CX-5461_10,1.0
ALB_Plate020_004022,CX-5461_10,1.0
AHA_Plate009_2_007007,HES_5,1.0
AHA_Plate010_007003,CAM_25,1.0
AHA_Plate008_008019,CAM_25,1.0
AHA_Plate001_2_003019,DOX_5,1.0
AHA_Plate008_013015,CX-5461_10,1.0
AHA_Plate001_1_008019,DOX_5,1.0
AHA_Plate003_009008,DOX_5,1.0
AHA_Plate001_1_006015,BMH-21_2,1.0
AHA_Plate001_2_006015,MIT_3,1.0
AHA_Plate001_2_001017,DOX_5,1.0
ALB_Plate002_1_007004,BMH-21_2,1.0
ALB_Plate012_004011,ETO_500,1.0
AEB_Plate023_014014,BMH-21_2,1.0
AHA_Plate003_007011,BMH-21_2,1.0
AEB_Plate044_005020,CAM_25,0.95
AHA_Plate003_009003,CAM_25,0.95
AHA_Plate001_1_001017,DOX_5,0.95
ALB_Plate023_2_016013,t-BHP_100,0.95
AEB_Plate037_016022,t-BHP_100,0.95
AHA_Plate003_010015,HES_5,0.95
ALB_Plate011_2_005012,MEN_40,0.95
ALB_Plate013_006014,MEN_40,0.95
AHA_Plate005_004003,t-BHP_100,0.95
ALB_Plate021_001018,BMH-21_2,0.95
ALB_Plate013_004014,MEN_40,0.95
AEB_Plate021_012006,t-BHP_100,0.95
ALB_Plate010_2_011014,BMH-21_2,0.95
ALB_Plate011_1_005012,MEN_40,0.95
AHA_Plate003_002010,DRB_200,0.95
AHA_Plate008_015016,FLA_1.2,0.95
AHA_Plate005_003011,BMH-21_2,0.95
ALB_Plate011_1_004005,CAM_25,0.95
AHA_Plate001_2_005007,CAM_25,0.95
AHA_Plate006_002003,CX-5461_10,0.95
ALB_Plate011_2_004005,CAM_25,0.95
AEB_Plate002_004006,t-BHP_100,0.9
AEB_Plate018_004016,DMSO,0.9
ALB_Plate023_2_008019,t-BHP_100,0.9
ALB_Plate010_1_011014,BMH-21_2,0.9
AHA_Plate006_008008,BMH-21_2,0.9
AHA_Plate008_007009,CAM_25,0.9
ALB_Plate002_2_013004,t-BHP_100,0.9
AHA_Plate004_012022,BMH-21_2,0.9
AHA_Plate001_1_003019,DOX_5,0.9
ALB_Plate013_014012,MEN_40,0.85
ALB_Plate011_2_005018,MEN_40,0.85
AHA_Plate004_008010,t-BHP_100,0.85
AHA_Plate001_1_011009,DMSO,0.85
AEB_Plate038_002009,DMSO,0.85
AEB_Plate014_016009,DMSO,0.85
AEC_Plate032_006006,t-BHP_100,0.85
AHA_Plate009_1_007007,HES_5,0.85
AHA_Plate008_008008,t-BHP_100,0.85
AHA_Plate009_1_016009,DOX_5,0.85
ALB_Plate003_014004,t-BHP_100,0.85
ALB_Plate003_012004,t-BHP_100,0.85
AHA_Plate008_003011,t-BHP_100,0.85
ALB_Plate012_004014,t-BHP_100,0.85
AHA_Plate001_2_009010,HES_5,0.85
AHA_Plate006_003015,t-BHP_100,0.85
ALB_Plate011_1_005018,MEN_40,0.85
AHA_Plate007_1_013006,t-BHP_100,0.8
AEB_Plate021_016004,t-BHP_100,0.8
ALB_Plate023_1_016013,t-BHP_100,0.8
ALB_Plate011_2_002009,MEN_40,0.8
AHA_Plate006_003013,t-BHP_100,0.8
AHA_Plate008_014004,t-BHP_100,0.8
ALB_Plate018_005003,BMH-21_2,0.8
AHA_Plate004_013010,MEN_40,0.8
ALB_Plate003_016004,t-BHP_100,0.8
ALB_Plate001_1_003005,t-BHP_100,0.8
AHA_Plate001_2_015005,DMSO,0.75
AHA_Plate008_005005,HES_5,0.75
AEB_Plate043_010017,t-BHP_100,0.75
AEB_Plate041_010015,DMSO,0.75
AEB_Plate061_016022,t-BHP_100,0.75
ALB_Plate011_2_014012,t-BHP_100,0.75
AEB_Plate004_016020,t-BHP_100,0.75
AHA_Plate008_013006,DRB_200,0.75
AEB_Plate030_1_012008,DMSO,0.75
ALB_Plate011_1_016010,t-BHP_100,0.75
AEC_Plate005_016018,DMSO,0.75
ALB_Plate003_014018,CX-5461_10,0.75
AEB_Plate015_007003,t-BHP_100,0.75
ALB_Plate011_1_002009,MEN_40,0.75
AHA_Plate001_2_009003,DMSO,0.7
AHA_Plate005_009011,MEN_40,0.7
ALB_Plate010_2_014011,DMSO,0.7
AEB_Plate016_001015,DMSO,0.7
AEB_Plate042_002003,t-BHP_100,0.7
AHA_Plate003_012010,DMSO,0.7
ALB_Plate002_2_002003,t-BHP_100,0.7
AEB_Plate030_2_007019,DMSO,0.7
ALB_Plate003_006021,CX-5461_10,0.7
ALB_Plate023_1_008019,t-BHP_100,0.7
AHA_Plate008_010008,t-BHP_100,0.7
AEB_Plate021_010016,DMSO,0.7
AEB_Plate021_006012,t-BHP_100,0.7
AHA_Plate001_1_001007,DMSO,0.7
AHA_Plate009_2_007017,t-BHP_100,0.7
AHA_Plate001_2_001005,DMSO,0.7
AEB_Plate045_014020,DMSO,0.7
ALB_Plate001_2_003005,t-BHP_100,0.7
AEB_Plate019_006011,DMSO,0.7
AEB_Plate014_002007,DMSO,0.7
AEB_Plate062_012019,DMSO,0.7
AEB_Plate002_006011,DMSO,0.65
ALB_Plate011_2_008007,CX-5461_10,0.65
AEC_Plate026_2_014013,MEN_40,0.65
ALB_Plate001_2_004015,t-BHP_100,0.65
AHA_Plate001_1_009009,DMSO,0.65
AHA_Plate002_010010,DMSO,0.65
ALB_Plate002_2_014014,DMSO,0.65
AEB_Plate017_011009,MEN_40,0.65
AEC_Plate026_1_014013,MEN_40,0.65
AEB_Plate030_2_015016,DMSO,0.65
AEC_Plate020_006004,BMH-21_2,0.65
AEB_Plate015_004017,DMSO,0.65
AHA_Plate001_2_008019,BMH-21_2,0.65
AEC_Plate015_013020,DMSO,0.65
ALB_Plate025_003010,DMSO,0.65
ALB_Plate010_2_006022,DMSO,0.65
ALB_Plate011_1_014012,t-BHP_100,0.65
AEC_Plate030_1_007018,DMSO,0.65
ALB_Plate025_006018,t-BHP_100,0.6
ALB_Plate011_2_016010,t-BHP_100,0.6
AHA_Plate001_2_007007,DMSO,0.6
AHA_Plate007_1_016011,BMH-21_2,0.6
AHA_Plate007_1_015021,FLA_1.2,0.6
AHA_Plate004_011006,t-BHP_100,0.6
AHA_Plate008_001015,t-BHP_100,0.6
AEC_Plate008_010021,DMSO,0.6
AEC_Plate016_003010,DMSO,0.6
ALB_Plate002_2_012021,t-BHP_100,0.6
AEC_Plate003_013019,DMSO,0.6
ALB_Plate023_1_014017,t-BHP_100,0.6
ALB_Plate022_1_004013,DMSO,0.6
AHA_Plate001_1_009010,HES_5,0.6
AEC_Plate028_012018,DMSO,0.6
ALB_Plate001_2_001010,t-BHP_100,0.6
AEC_Plate031_006005,t-BHP_100,0.6
ALB_Plate024_009018,DMSO,0.6
ALB_Plate021_008021,DMSO,0.6
ALB_Plate017_007003,t-BHP_100,0.6
ALB_Plate010_1_015011,DMSO,0.6
AEB_Plate014_005019,DMSO,0.6
AEC_Plate031_016012,t-BHP_100,0.6
AHA_Plate001_1_001005,DMSO,0.6
ALB_Plate001_2_012004,t-BHP_100,0.6
ALB_Plate012_004016,DMSO,0.6
AHA_Plate009_2_015010,MEN_40,0.6
ALB_Plate022_1_008016,MEN_40,0.6
ALB_Plate022_1_001006,DMSO,0.6
AHA_Plate001_1_005007,MEN_40,0.55
AEB_Plate061_016015,t-BHP_100,0.55
AEB_Plate040_015009,DMSO,0.55
ALB_Plate014_015011,DMSO,0.55
ALB_Plate011_2_001015,DMSO,0.55
AHA_Plate006_003004,t-BHP_100,0.55
AEB_Plate012_002010,t-BHP_100,0.55
AHA_Plate004_016015,DMSO,0.55
AHA_Plate001_2_009009,DMSO,0.55
AEB_Plate035_2_005014,DMSO,0.55
AHA_Plate008_005021,MEN_40,0.55
AHA_Plate007_2_006020,t-BHP_100,0.55
AEB_Plate047_002008,CX-5461_10,0.55
AEB_Plate057_016021,t-BHP_100,0.55
ALB_Plate002_2_004021,t-BHP_100,0.55
AEC_Plate018_001008,DMSO,0.55
AEC_Plate020_010009,DMSO,0.55
AEC_Plate015_008004,DMSO,0.55
AEB_Plate016_001006,t-BHP_100,0.55
AHA_Plate001_2_011009,DMSO,0.55
ALB_Plate003_011019,DMSO,0.55
ALB_Plate002_1_014014,DMSO,0.55
AHA_Plate001_1_014020,DMSO,0.55
AHA_Plate001_1_015015,DMSO,0.55
AHA_Plate001_1_015003,DMSO,0.55
AHA_Plate001_2_001003,DMSO,0.55
AHA_Plate009_1_015010,MEN_40,0.55
AHA_Plate009_1_007017,t-BHP_100,0.55
AEB_Plate051_010003,t-BHP_100,0.55
ALB_Plate018_001005,DMSO,0.55
AEB_Plate045_014016,t-BHP_100,0.55
AEB_Plate047_015003,DMSO,0.55
AEB_Plate046_004005,DMSO,0.55
ALB_Plate011_2_009014,DMSO,0.5
ALB_Plate025_015008,DMSO,0.5
AEB_Plate040_003013,DMSO,0.5
ALB_Plate013_014018,t-BHP_100,0.5
AEC_Plate016_013004,DMSO,0.5
AEB_Plate049_012003,t-BHP_100,0.5
ALB_Plate002_1_013004,t-BHP_100,0.5
ALB_Plate001_2_006003,t-BHP_100,0.5
ALB_Plate012_013005,DMSO,0.5
ALB_Plate025_006017,t-BHP_100,0.5
ALB_Plate011_2_005010,DMSO,0.5
AEB_Plate011_015021,DMSO,0.5
AHA_Plate003_015004,DMSO,0.5
AEB_Plate030_1_007019,DMSO,0.5
AHA_Plate001_1_002017,t-BHP_100,0.5
ALB_Plate021_012015,DMSO,0.5
AHA_Plate002_007018,t-BHP_100,0.5
ALB_Plate003_012007,DOX_5,0.5
ALB_Plate022_2_008016,MEN_40,0.5
AEB_Plate030_2_012008,DMSO,0.5
ALB_Plate016_015011,DMSO,0.5
AEC_Plate028_003005,DMSO,0.5
AHA_Plate010_009013,DMSO,0.5
AHA_Plate001_1_011011,DMSO,0.5
AHA_Plate009_2_016009,BMH-21_2,0.5
AEB_Plate046_005009,DMSO,0.5
AEB_Plate058_011008,DMSO,0.5
ALB_Plate002_2_004016,DMSO,0.5
AHA_Plate010_001007,DMSO,0.5
AHA_Plate010_001009,DMSO,0.5
ALB_Plate001_1_016021,t-BHP_100,0.5
AHA_Plate010_015013,DMSO,0.5
AEB_Plate027_016004,DMSO,0.5
AEB_Plate001_012003,t-BHP_100,0.45
ALB_Plate014_013021,DMSO,0.45
ALB_Plate025_015013,DMSO,0.45
AEB_Plate038_016006,t-BHP_100,0.45
AEB_Plate038_015016,DMSO,0.45
AHA_Plate001_1_009007,DMSO,0.45
AEC_Plate029_012003,DMSO,0.45
ALB_Plate001_1_006003,t-BHP_100,0.45
AHA_Plate010_011019,HES_5,0.45
AHA_Plate010_013013,DMSO,0.45
AHA_Plate010_011003,DMSO,0.45
AEB_Plate057_006022,t-BHP_100,0.45
AEB_Plate046_001006,DMSO,0.45
AEB_Plate044_004012,t-BHP_100,0.45
AEB_Plate044_010005,DMSO,0.45
ALB_Plate001_2_016021,t-BHP_100,0.45
ALB_Plate002_1_002003,t-BHP_100,0.45
ALB_Plate018_002019,DMSO,0.45
ALB_Plate018_006005,DMSO,0.45
AEB_Plate046_002021,DMSO,0.45
AHA_Plate001_1_009016,DMSO,0.45
AHA_Plate010_001013,DMSO,0.45
AEB_Plate008_001004,t-BHP_100,0.45
AEB_Plate013_1_010022,t-BHP_100,0.45
AEC_Plate020_010005,DMSO,0.45
AHA_Plate003_006008,t-BHP_100,0.45
ALB_Plate021_016015,DMSO,0.45
AEB_Plate005_003020,t-BHP_100,0.45
AEB_Plate041_002017,DMSO,0.45
AEB_Plate008_001011,DMSO,0.45
AEB_Plate015_005004,t-BHP_100,0.45
AEB_Plate006_008005,t-BHP_100,0.45
AHA_Plate008_003004,DMSO,0.45
AHA_Plate006_007008,t-BHP_100,0.45
AEB_Plate056_008005,t-BHP_100,0.45
AEB_Plate006_001017,DMSO,0.4
AEB_Plate004_008013,DMSO,0.4
ALB_Plate011_1_002005,DMSO,0.4
ALB_Plate011_1_005010,DMSO,0.4
ALB_Plate011_2_002005,DMSO,0.4
AEB_Plate015_009017,DMSO,0.4
ALB_Plate011_1_008007,CX-5461_10,0.4
AHA_Plate010_003015,DMSO,0.4
AHA_Plate002_001011,DMSO,0.4
AEB_Plate012_016004,t-BHP_100,0.4
AHA_Plate006_005004,DMSO,0.4
AEB_Plate021_016022,t-BHP_100,0.4
AEB_Plate046_011010,DMSO,0.4
ALB_Plate014_003004,DMSO,0.4
ALB_Plate017_007017,t-BHP_100,0.4
AEC_Plate016_005006,DMSO,0.4
AEC_Plate004_005012,CAM_25,0.4
AEC_Plate010_001017,DMSO,0.4
ALB_Plate018_005022,DMSO,0.4
ALB_Plate001_2_009003,DMSO,0.4
ALB_Plate010_2_016011,DMSO,0.4
ALB_Plate010_2_015011,DMSO,0.4
AEB_Plate009_009007,t-BHP_100,0.4
ALB_Plate022_2_001006,DMSO,0.4
ALB_Plate019_014006,DMSO,0.4
ALB_Plate001_2_001014,t-BHP_100,0.4
AEC_Plate029_003022,DMSO,0.4
AEB_Plate027_005010,t-BHP_100,0.4
AHA_Plate002_009015,t-BHP_100,0.4
AHA_Plate002_009005,DMSO,0.4
AEB_Plate045_007008,DMSO,0.4
ALB_Plate025_005008,DMSO,0.4
AEB_Plate042_016003,t-BHP_100,0.4
AEB_Plate017_015015,DMSO,0.4
ALB_Plate011_2_006005,DMSO,0.4
ALB_Plate011_2_012010,DMSO,0.4
ALB_Plate004_011016,DMSO,0.4
ALB_Plate011_2_007017,DMSO,0.4
ALB_Plate024_006004,DMSO,0.4
AEB_Plate014_003022,t-BHP_100,0.4
ALB_Plate012_007014,DMSO,0.4
AHA_Plate010_005005,DMSO,0.35
ALB_Plate020_001011,DMSO,0.35
AHA_Plate008_014019,t-BHP_100,0.35
ALB_Plate023_1_016010,DMSO,0.35
AEB_Plate061_016003,t-BHP_100,0.35
ALB_Plate015_001003,DMSO,0.35
ALB_Plate011_1_007017,DMSO,0.35
AEB_Plate015_010005,DMSO,0.35
ALB_Plate015_002013,DMSO,0.35
ALB_Plate011_2_001005,DMSO,0.35
ALB_Plate011_1_009014,DMSO,0.35
ALB_Plate020_006020,DMSO,0.35
AHA_Plate007_1_001005,t-BHP_100,0.35
AHA_Plate001_2_011011,DMSO,0.35
ALB_Plate015_015005,DMSO,0.35
AHA_Plate001_2_015014,DMSO,0.35
AEB_Plate059_008010,t-BHP_100,0.35
AEB_Plate043_015004,t-BHP_100,0.35
AEB_Plate047_008010,t-BHP_100,0.35
AEB_Plate048_015021,DMSO,0.35
AEB_Plate003_016008,t-BHP_100,0.35
AEB_Plate057_004022,t-BHP_100,0.35
ALB_Plate024_005006,DMSO,0.35
AEB_Plate057_004021,t-BHP_100,0.35
AEB_Plate038_016015,t-BHP_100,0.35
AEC_Plate002_013005,DMSO,0.35
ALB_Plate010_1_006022,DMSO,0.35
ALB_Plate004_015010,DMSO,0.35
ALB_Plate017_011008,DMSO,0.35
ALB_Plate023_2_013021,DMSO,0.35
ALB_Plate024_015006,DMSO,0.35
AEB_Plate042_006005,t-BHP_100,0.35
ALB_Plate014_003016,DMSO,0.35
AEB_Plate011_010021,t-BHP_100,0.35
ALB_Plate021_005003,DMSO,0.35
AEB_Plate014_016017,t-BHP_100,0.35
ALB_Plate011_2_010008,DMSO,0.35
AEB_Plate013_1_016012,t-BHP_100,0.35
ALB_Plate009_013017,DMSO,0.35
AEB_Plate034_002022,DMSO,0.35
AEC_Plate016_001003,DMSO,0.35
AEC_Plate020_004016,DMSO,0.35
AHA_Plate010_005013,DMSO,0.35
AHA_Plate010_001021,DMSO,0.35
AHA_Plate004_016004,t-BHP_100,0.35
AHA_Plate008_003012,DMSO,0.35
AHA_Plate008_007005,DMSO,0.35
AHA_Plate006_009004,t-BHP_100,0.35
AHA_Plate010_003019,DMSO,0.35
AHA_Plate005_005017,t-BHP_100,0.35
AEC_Plate031_012018,t-BHP_100,0.35
ALB_Plate022_2_004013,DMSO,0.35
AHA_Plate002_012010,DMSO,0.35
ALB_Plate018_002017,DMSO,0.35
ALB_Plate022_2_014005,DMSO,0.35
AEC_Plate018_013010,DMSO,0.35
AEC_Plate015_009019,DMSO,0.35
AEC_Plate013_004014,DMSO,0.35
ALB_Plate006_016008,t-BHP_100,0.35
ALB_Plate017_003005,t-BHP_100,0.35
ALB_Plate003_014015,t-BHP_100,0.35
AEB_Plate014_003019,DMSO,0.35
AEB_Plate057_008008,t-BHP_100,0.35
ALB_Plate019_001017,DMSO,0.35
ALB_Plate001_1_012004,t-BHP_100,0.35
AEB_Plate021_011006,DMSO,0.35
AHA_Plate001_1_013009,DMSO,0.35
AHA_Plate010_001019,DMSO,0.35
AEB_Plate025_004003,t-BHP_100,0.35
AHA_Plate010_015003,DMSO,0.35
AEC_Plate030_1_010008,t-BHP_100,0.35
ALB_Plate011_1_001015,DMSO,0.35
AEB_Plate033_015006,t-BHP_100,0.35
AEC_Plate021_002022,DMSO,0.35
ALB_Plate025_007004,DMSO,0.3
AEB_Plate043_011008,DMSO,0.3
AEB_Plate048_016004,t-BHP_100,0.3
AEB_Plate041_003016,DMSO,0.3
AEB_Plate041_016010,t-BHP_100,0.3
ALB_Plate015_006011,DMSO,0.3
AEB_Plate004_012007,t-BHP_100,0.3
ALB_Plate016_001007,DMSO,0.3
ALB_Plate011_1_012003,DMSO,0.3
ALB_Plate015_014011,DMSO,0.3
ALB_Plate015_010011,DMSO,0.3
AEB_Plate012_010006,t-BHP_100,0.3
AEB_Plate012_014010,t-BHP_100,0.3
AHA_Plate010_001005,DMSO,0.3
AHA_Plate010_003013,DMSO,0.3
AEB_Plate011_016013,t-BHP_100,0.3
AHA_Plate007_1_001003,t-BHP_100,0.3
AHA_Plate007_1_010006,t-BHP_100,0.3
ALB_Plate021_007018,DMSO,0.3
AHA_Plate001_2_015003,DMSO,0.3
ALB_Plate021_013013,DMSO,0.3
AEB_Plate032_002006,DMSO,0.3
AEC_Plate016_006013,DMSO,0.3
AEC_Plate015_002013,DMSO,0.3
ALB_Plate002_1_012021,t-BHP_100,0.3
ALB_Plate022_2_015003,t-BHP_100,0.3
ALB_Plate023_1_013021,DMSO,0.3
AEC_Plate027_013012,DMSO,0.3
AEB_Plate028_1_010008,DMSO,0.3
AEC_Plate027_015022,DMSO,0.3
AHA_Plate003_004019,DMSO,0.3
AHA_Plate001_1_011005,DMSO,0.3
AHA_Plate002_002020,t-BHP_100,0.3
ALB_Plate021_016006,t-BHP_100,0.3
ALB_Plate021_015022,DMSO,0.3
ALB_Plate022_1_014005,DMSO,0.3
ALB_Plate022_2_003005,DMSO,0.3
AEC_Plate026_2_008009,DMSO,0.3
AEC_Plate015_016013,t-BHP_100,0.3
AEB_Plate015_016003,t-BHP_100,0.3
ALB_Plate001_1_001016,DMSO,0.3
AHA_Plate010_009019,DMSO,0.3
AHA_Plate010_013003,DMSO,0.3
AHA_Plate001_1_001003,DMSO,0.3
AEC_Plate032_001016,DMSO,0.3
AEB_Plate019_014008,t-BHP_100,0.3
AEB_Plate013_1_010003,t-BHP_100,0.3
AEB_Plate013_1_006006,t-BHP_100,0.3
ALB_Plate012_002007,DMSO,0.3
ALB_Plate017_001004,t-BHP_100,0.3
AEC_Plate025_008010,DMSO,0.3
AEC_Plate023_013005,DMSO,0.3
ALB_Plate016_001012,DMSO,0.3
ALB_Plate016_003012,DMSO,0.3
ALB_Plate007_001017,DMSO,0.3
AEB_Plate018_011021,DMSO,0.3
AEB_Plate029_2_007011,DMSO,0.3
ALB_Plate024_014004,DMSO,0.3
AEB_Plate048_012021,t-BHP_100,0.3
ALB_Plate011_2_005014,DMSO,0.3
ALB_Plate025_001010,DMSO,0.3
AEB_Plate013_1_012003,t-BHP_100,0.3
AHA_Plate004_002008,t-BHP_100,0.3
AEB_Plate013_2_016007,t-BHP_100,0.3
ALB_Plate013_007021,DMSO,0.3
AEB_Plate038_014022,t-BHP_100,0.3
AEC_Plate003_006019,t-BHP_100,0.3
AHA_Plate003_010021,DMSO,0.3
AEB_Plate044_006019,t-BHP_100,0.3
ALB_Plate013_003016,DMSO,0.3
AEB_Plate044_014006,t-BHP_100,0.3
AEB_Plate046_004003,DMSO,0.3
ALB_Plate013_005008,DMSO,0.3
ALB_Plate012_010003,DMSO,0.3
AEB_Plate056_014003,t-BHP_100,0.3
AEB_Plate004_016003,DMSO,0.25
AEB_Plate004_016005,DMSO,0.25
ALB_Plate024_001008,DMSO,0.25
AEB_Plate054_009011,t-BHP_100,0.25
AEB_Plate054_010006,t-BHP_100,0.25
ALB_Plate012_013014,DMSO,0.25
AEB_Plate044_001007,t-BHP_100,0.25
AEB_Plate044_007007,t-BHP_100,0.25
AEB_Plate063_003021,DMSO,0.25
AEB_Plate063_001015,DMSO,0.25
AEC_Plate002_003022,DMSO,0.25
AEC_Plate002_007014,DMSO,0.25
ALB_Plate014_004018,DMSO,0.25
AEB_Plate014_001003,DMSO,0.25
AEB_Plate014_001008,t-BHP_100,0.25
ALB_Plate011_2_008003,DMSO,0.25
ALB_Plate011_2_006010,DMSO,0.25
ALB_Plate011_2_006017,DMSO,0.25
ALB_Plate011_2_004011,DMSO,0.25
ALB_Plate025_015021,DMSO,0.25
AEC_Plate020_014006,DMSO,0.25
AEB_Plate028_2_016013,t-BHP_100,0.25
ALB_Plate017_004010,DMSO,0.25
ALB_Plate017_003016,DMSO,0.25
ALB_Plate003_002006,DMSO,0.25
AEB_Plate018_005007,DMSO,0.25
ALB_Plate007_006010,t-BHP_100,0.25
AEB_Plate017_013013,DMSO,0.25
ALB_Plate008_010012,t-BHP_100,0.25
ALB_Plate016_007005,DMSO,0.25
AEB_Plate016_008020,t-BHP_100,0.25
AEB_Plate016_010004,t-BHP_100,0.25
ALB_Plate010_1_013007,DMSO,0.25
AEB_Plate016_016004,t-BHP_100,0.25
AEC_Plate031_015004,DMSO,0.25
ALB_Plate001_2_003007,CX-5461_10,0.25
ALB_Plate001_2_002006,t-BHP_100,0.25
ALB_Plate017_013007,t-BHP_100,0.25
ALB_Plate018_003017,DMSO,0.25
ALB_Plate002_1_010008,t-BHP_100,0.25
ALB_Plate002_1_012011,t-BHP_100,0.25
AEB_Plate019_006009,t-BHP_100,0.25
AEB_Plate008_001009,DMSO,0.25
AEB_Plate008_002015,t-BHP_100,0.25
AEB_Plate030_2_009015,DMSO,0.25
AEB_Plate030_2_010022,DMSO,0.25
AEC_Plate019_015009,DMSO,0.25
AEC_Plate019_005008,DMSO,0.25
AEC_Plate019_003006,DMSO,0.25
AEC_Plate020_001003,DMSO,0.25
AEB_Plate030_1_015016,DMSO,0.25
AEB_Plate016_013010,DMSO,0.25
ALB_Plate010_1_015022,DMSO,0.25
ALB_Plate010_1_016021,DMSO,0.25
ALB_Plate010_2_001009,DMSO,0.25
AEB_Plate015_016013,t-BHP_100,0.25
AEB_Plate016_001007,t-BHP_100,0.25
ALB_Plate011_1_004011,DMSO,0.25
AEC_Plate007_008006,DMSO,0.25
AEC_Plate007_009008,DMSO,0.25
AEC_Plate006_016008,DMSO,0.25
AEB_Plate035_2_003014,DMSO,0.25
AEB_Plate035_2_004004,DMSO,0.25
AEB_Plate032_010011,DMSO,0.25
AEC_Plate015_007009,DMSO,0.25
AHA_Plate010_009005,DMSO,0.25
ALB_Plate018_014015,DMSO,0.25
AHA_Plate010_013017,DMSO,0.25
ALB_Plate001_1_001009,DMSO,0.25
ALB_Plate001_1_010008,DMSO,0.25
ALB_Plate001_1_016019,t-BHP_100,0.25
ALB_Plate022_1_014019,DMSO,0.25
AEC_Plate026_2_004015,DMSO,0.25
AEC_Plate028_001004,DMSO,0.25
AEC_Plate030_1_012009,t-BHP_100,0.25
AEC_Plate030_2_007022,t-BHP_100,0.25
AEB_Plate025_012017,DMSO,0.25
ALB_Plate022_1_003005,DMSO,0.25
AHA_Plate001_1_016021,DMSO,0.25
AHA_Plate001_2_003009,t-BHP_100,0.25
AHA_Plate008_013005,DMSO,0.25
ALB_Plate020_006007,DMSO,0.25
AHA_Plate010_001015,DMSO,0.25
AHA_Plate010_005017,DMSO,0.25
AEB_Plate011_014019,t-BHP_100,0.25
AHA_Plate005_006017,t-BHP_100,0.25
AHA_Plate006_002004,t-BHP_100,0.25
ALB_Plate020_005012,DMSO,0.25
AEB_Plate012_001011,DMSO,0.25
AEB_Plate022_006014,t-BHP_100,0.25
AEB_Plate021_016015,t-BHP_100,0.25
AHA_Plate007_2_001022,DMSO,0.25
AHA_Plate008_001009,CAM_25,0.25
AHA_Plate008_006013,t-BHP_100,0.25
AHA_Plate008_005013,DMSO,0.25
AEB_Plate011_001014,DMSO,0.25
AEB_Plate011_004003,t-BHP_100,0.25
AHA_Plate001_2_013009,DMSO,0.25
AEC_Plate016_005016,DMSO,0.25
AEB_Plate013_2_010022,t-BHP_100,0.25
ALB_Plate011_1_006010,DMSO,0.25
ALB_Plate011_1_010008,DMSO,0.25
ALB_Plate011_1_012010,DMSO,0.25
ALB_Plate011_2_003003,DMSO,0.25
AEB_Plate061_016007,t-BHP_100,0.25
AEB_Plate041_014022,t-BHP_100,0.25
AEB_Plate062_016006,t-BHP_100,0.25
AEB_Plate004_010007,DMSO,0.25
AEB_Plate004_001020,DMSO,0.25
AEB_Plate043_014006,t-BHP_100,0.25
AEB_Plate048_005019,DMSO,0.25
AEC_Plate030_2_012009,t-BHP_100,0.2
ALB_Plate018_011016,DMSO,0.2
ALB_Plate022_2_009007,DMSO,0.2
ALB_Plate008_001022,DMSO,0.2
AEC_Plate031_016004,t-BHP_100,0.2
AEC_Plate031_013022,t-BHP_100,0.2
ALB_Plate016_015010,DMSO,0.2
AHA_Plate008_012015,t-BHP_100,0.2
AEC_Plate032_002015,t-BHP_100,0.2
AHA_Plate001_1_001010,DMSO,0.2
ALB_Plate010_2_005010,DMSO,0.2
AHA_Plate010_009003,DMSO,0.2
AEB_Plate017_002022,t-BHP_100,0.2
AEB_Plate025_013008,DMSO,0.2
ALB_Plate021_015011,DMSO,0.2
ALB_Plate021_016017,t-BHP_100,0.2
AEB_Plate056_004017,t-BHP_100,0.2
AEB_Plate017_006007,t-BHP_100,0.2
ALB_Plate015_016018,DMSO,0.2
AEB_Plate006_014003,t-BHP_100,0.2
ALB_Plate015_012011,DMSO,0.2
AHA_Plate002_010007,DMSO,0.2
AEB_Plate022_013015,DMSO,0.2
AEB_Plate063_012005,t-BHP_100,0.2
AEB_Plate063_014003,t-BHP_100,0.2
AEB_Plate019_006006,DMSO,0.2
AEC_Plate010_002020,DMSO,0.2
AEB_Plate019_006003,t-BHP_100,0.2
AEB_Plate030_2_007011,DMSO,0.2
AEB_Plate053_011021,t-BHP_100,0.2
AEC_Plate011_001003,DMSO,0.2
ALB_Plate011_2_002011,DMSO,0.2
AEB_Plate012_016018,t-BHP_100,0.2
AEB_Plate016_014010,t-BHP_100,0.2
AHA_Plate007_1_006008,t-BHP_100,0.2
ALB_Plate002_2_003007,DMSO,0.2
ALB_Plate019_001022,DMSO,0.2
AEC_Plate017_002017,t-BHP_100,0.2
ALB_Plate009_011014,DMSO,0.2
AHA_Plate008_007011,DMSO,0.2
ALB_Plate019_001005,DMSO,0.2
AEB_Plate005_001022,DMSO,0.2
AEB_Plate008_001005,DMSO,0.2
ALB_Plate011_1_010007,DMSO,0.2
AEC_Plate030_2_010008,t-BHP_100,0.2
ALB_Plate011_1_008005,DMSO,0.2
AHA_Plate007_1_001016,DMSO,0.2
AEB_Plate018_010006,DMSO,0.2
